resource_id,X,Y,norm_X,norm_Y
Notes_MAS.pdf,441.3008845834085,139.01040649414065,29.42882254600032,1.8506618036287972
Notes_Social Learning in Networks - L2.pdf,417.52617876862723,497.6375732421874,26.069923711240932,8.55397333162967
Social Economic Networks_SEN4.pdf,415.07633936395933,184.58557128906253,25.723809534864014,2.7025340427862155
Notes_Social Learning in Networks - L1.pdf,417.5267875251144,385.17407226562506,26.070009716572454,6.451851818049066
Social Economic Networks_SEN7.pdf,415.3916319511152,189.5157623291018,25.76835418293901,2.7946871463383514
Networks Crowd and Markets_NCMch20.pdf,415.6996836506681,209.65467834472648,25.811875835855975,3.1711154830789994
Networks Crowd and Markets_NCMch12.pdf,416.5502286328876,201.4057464599608,25.932041131357185,3.016929840373099
Networks Crowd and Markets_NCMch22.pdf,416.5588596726202,188.90609741210932,25.9332605276991,2.7832915404132583
Networks Crowd and Markets_NCMch5.pdf,417.8193604276271,129.67520141601562,26.111344519576456,1.6761719890844042
Networks Crowd and Markets_NCMch11.pdf,418.5144615254886,198.75210571289048,26.209548648192655,2.9673290787456166
Networks Crowd and Markets_NCMch9.pdf,419.1224307391653,237.77262878417955,26.295442753436156,3.6966846501715804
Networks Crowd and Markets_NCMch10.pdf,419.6425215400465,114.25907897949214,26.368921365481185,1.3880201678409747
Rational Herds_RHEMch14.pdf,420.79957664166585,288.5144958496092,26.532390518910848,4.645130763544097
Rational Herds_RHEMch8.pdf,421.26298723041424,248.93751525878918,26.59786133056625,3.9053741169867138
Social Economic Networks_SEN8.pdf,424.1180816659243,197.94879150390622,27.00123008083699,2.9523138598860976
Network Analysis_LNch13.pdf,447.20412813398997,257.72967529296875,30.2628348798573,4.069713556877921
Social Economic Networks_SEN2.pdf,447.1825207284873,286.9760131835934,30.25978217797613,4.616374078198008
Network Analysis_LNch5.pdf,447.1237910962793,185.49087524414065,30.25148483479443,2.7194556120400124
Notes_CGT BASED network CENTRALITY - L2.pdf,447.1040053104851,574.7796020507815,30.248689491989065,9.995880412164139
Network Analysis_LNch9.pdf,446.94750890499375,48.13669586181639,30.226579624546577,0.1520877731180634
Notes_Mandate - 1_ Network Science for the Web (1).pdf,446.89896426144355,305.30065917968744,30.219721220159794,4.958890825788551
Network Analysis_LNch3.pdf,446.89193439203706,161.4899597167969,30.21872803772709,2.2708403685382597
Network Analysis_LNch11.pdf,446.8652198067072,260.2998962402343,30.214953791676074,4.117755069910922
Notes_Allocation with CGT -L1.pdf,446.8322912362121,551.2133789062502,30.21030163160612,9.555390259929911
Network Analysis_LNch14.pdf,446.76224405521714,202.06466674804693,30.20040534113443,3.02924610744013
Network Analysis_LNch7.pdf,446.692087867183,158.23782348632807,30.190493650109737,2.2100527754453845
Network Analysis_LNch2.pdf,446.6691409595693,401.2356567382813,30.187251702897207,6.752068350248249
Network Analysis_LNch4.pdf,446.6083621011136,206.54560852050767,30.178664844307438,3.1130020284207043
Networks Crowd and Markets_NCMch7.pdf,446.5535335662325,258.80221557617176,30.17091864953395,4.089761038806949
Networks Crowd and Markets_NCMch4.pdf,439.14883725519655,174.2186889648439,29.124780539365517,2.508760541398951
Rational Herds_RHEMch9.pdf,439.19049980130245,368.485656738281,29.130666638594608,6.139918817537963
Networks Crowd and Markets_NCMch23.pdf,414.04899863438754,95.09323120117195,25.578666473732458,1.029780022451812
Rational Herds_RHEMch1.pdf,439.20600667299914,309.7463378906253,29.132857454904954,5.041987624123837
Rational Herds_RHEMch12.pdf,439.29722810484975,305.4956665039066,29.1457452510163,4.962535822502927
Networks Crowd and Markets_NCMch24.pdf,427.5474322894347,257.05978393554693,27.485729948176207,4.057192223094336
Rational Herds_RHEMch13.pdf,439.34719388468426,226.7115020751953,29.15280443403928,3.4899346182279496
Rational Herds_RHEMch2.pdf,439.3618994487943,275.28808593750017,29.15488204133076,4.397908148364489
Networks Crowd and Markets_NCMch21.pdf,424.2864409618309,230.1463165283203,27.025015941627327,3.5541367575386973
Rational Herds_RHEMch7.pdf,439.3743871536015,253.46838378906247,29.156646308676592,3.990063248393691
Social Economic Networks_SEN6.pdf,438.0360053100397,164.95159912109366,28.96755924910053,2.335543908805489
Rational Herds_RHEMch5.pdf,439.4231797823153,283.75598144531267,29.163539748494873,4.556186569071265
Rational Herds_RHEMch3.pdf,439.4498587808154,369.7625427246093,29.16730896682602,6.163785845319801
Rational Herds_RHEMch6.pdf,439.44957271642454,176.60836791992207,29.16726855154784,2.553427437755553
Networks Crowd and Markets_NCMch3.pdf,438.56235563448183,98.88213348388669,29.041922208845115,1.1006006258670409
Rational Herds_RHEMch15.pdf,439.48737552374513,158.8552703857422,29.172609345518076,2.2215938389858354
Networks Crowd and Markets_NCMch17.pdf,425.54168921961974,208.82803344726562,27.202357858842525,3.1556641765844042
Rational Herds_RHEMch4.pdf,439.50008206427947,226.920654296875,29.17440453005273,3.4938440055490654
Networks Crowd and Markets_NCMch8.pdf,439.53459179839837,193.0149536132813,29.179280077477916,2.8600925909024544
Networks Crowd and Markets_NCMch15.pdf,439.6884125454358,40.3900337219238,29.20101192694899,0.007290349942500929
Social Economic Networks_SEN1.pdf,439.40148835146385,395.39920043945324,29.160475175482752,6.642975709148659
Social Economic Networks_SEN3.pdf,456.7589286466441,212.973129272461,31.612740471049058,3.23314260322357
Notes_Allocation in networks with DON-L3.pdf,443.37706366902097,554.7166137695316,29.722145860523934,9.620871285411805
Notes_Mandate - 2_ Structural Anlaysis and Game Theory.pdf,443.5119455446689,384.3970336914063,29.74120201955587,6.437327732549651
Notes_mandate-3_2.0.pdf,435.9964425009266,387.8194580078129,28.67940909505365,6.501298280519867
Networks Crowd and Markets_NCMch14.pdf,444.57227268476885,148.92376708984384,29.891005412417673,2.035958263361567
Networks Crowd and Markets_NCMch19.pdf,433.49184783095427,123.8890533447266,28.32555907545491,1.5680196886864786
Social Economic Networks_SEN10.pdf,431.3994588805064,104.36457061767588,28.02994562550201,1.2030760863116987
Rational Herds_RHEMch10.pdf,438.9425474261855,232.0977935791015,29.09563583946109,3.5906129640953552
Network Analysis_LNch8.pdf,444.1954410814606,210.9303588867188,29.837766510405032,3.194959979191006
Rational Herds_RHEMch11.pdf,438.7273197708888,214.59970092773438,29.06522840030217,3.2635458117333527
Networks Crowd and Markets_NCMch1.pdf,468.380128619193,306.44689941406256,33.25458770778886,4.9803158768983655
Network Analysis_LNch15.pdf,441.97370122138324,268.66860961914074,29.52387831825282,4.2741796190493595
Network Analysis_LNch6.pdf,443.8880944410872,104.22737121582034,29.794344468497975,1.2005116115106607
Social Economic Networks_SEN11.pdf,442.9623736554107,152.37933349609378,29.6635583089322,2.1005482896466128
Social Economic Networks_SEN9.pdf,440.6330738430571,163.42987060546864,29.33447400873213,2.3071003851489467
Social Economic Networks_SEN12.pdf,442.45543402410135,185.69108581542972,29.591937698769286,2.7231978657089666
Social Economic Networks_SEN5.pdf,479.4540603022183,234.40412902832028,34.81911668728912,3.633722037912529
Networks Crowd and Markets_NCMch18.pdf,515.7888446978914,263.15777587890636,39.952507860187744,4.171173380914138
Network Analysis_LNch1.pdf,443.2482646397721,450.3073120117192,29.703949088179726,7.66929555162092
Networks Crowd and Markets_NCMch13.pdf,512.9485001892986,211.49238586425778,39.55122298480156,3.205465156341267
Network Analysis_LNch10.pdf,442.8128297553734,192.98767089843756,29.642430693915887,2.859582633615655
Networks Crowd and Markets_NCMch2.pdf,489.40202786024923,198.3183593749999,36.22456905751866,2.9592216705607455
Network Analysis_LNch12.pdf,442.9052113006688,223.7564086914061,29.655482391264464,3.4346992278767496
Rational Herds_RHEMch16.pdf,438.5189316587399,187.04100036621088,29.03578725421491,2.748429913387119
Networks Crowd and Markets_NCMch6.pdf,441.802101246449,125.17754364013659,29.49963461318485,1.5921036194418055
Networks Crowd and Markets_NCMch16.pdf,433.1064778097424,205.69821166992182,28.27111386274506,3.09716283495181
Social Economic Networks_SEN13.pdf,503.34433161722524,230.9492034912109,38.19434265673822,3.5691439904899234
